"","punter_player_name","punter_player_id","kick_distance"
"1421","E.Evans","00-0039059",45
"1422","M.Hayball","00-0039611",46
"1423","E.Evans","00-0039059",35
"1424","M.Hayball","00-0039611",49
"1425","E.Evans","00-0039059",36
"1426","M.Hayball","00-0039611",33
"1427","A.Cole","00-0035190",46
"1428","M.Araiza","00-0037284",29
"1429","M.Araiza","00-0037284",46
"1430","A.Cole","00-0035190",39
"1431","M.Araiza","00-0037284",52
"1432","A.Cole","00-0035190",55
"1433","M.Araiza","00-0037284",54
"1434","M.Araiza","00-0037284",36
"1435","D.Whelan","00-0037547",49
"1436","J.Bailey","00-0035280",49
"1437","D.Whelan","00-0037547",38
"1438","J.Bailey","00-0035280",44
"1439","J.Bailey","00-0035280",53
"1440","D.Whelan","00-0037547",35
"1441","D.Whelan","00-0037547",50
"1442","J.Gillan","00-0035042",46
"1443","J.Gillan","00-0035042",41
"1444","B.Anger","00-0029692",49
"1445","B.Anger","00-0029692",55
"1446","J.Gillan","00-0035042",54
"1447","B.Anger","00-0029692",40
"1448","J.Gillan","00-0035042",46
"1449","B.Anger","00-0029692",47
"1450","J.Gillan","00-0035042",41
"1451","B.Anger","00-0029692",45
"1452","B.Mann","00-0036313",46
"1453","B.Mann","00-0036313",48
"1454","B.Mann","00-0036313",56
"1455","J.Stout","00-0038094",58
"1456","B.Mann","00-0036313",58
"1457","J.Stout","00-0038094",48
"1458","J.Stout","00-0038094",43
"1459","B.Mann","00-0036313",51
"1460","B.Mann","00-0036313",48
"1461","J.Stout","00-0038094",42
"1462","R.Rehkow","00-0039323",41
"1463","R.Rehkow","00-0039323",46
"1464","C.Waitman","00-0035821",38
"1465","M.Dickson","00-0034160",46
"1466","T.Morstead","00-0027114",51
"1467","M.Dickson","00-0034160",52
"1468","T.Morstead","00-0027114",35
"1469","M.Dickson","00-0034160",43
"1470","T.Morstead","00-0027114",42
"1471","T.Morstead","00-0027114",34
"1472","S.Martin","00-0030092",48
"1473","P.O'Donnell","00-0031079",38
"1474","S.Martin","00-0030092",38
"1475","P.O'Donnell","00-0031079",46
"1476","S.Martin","00-0030092",54
"1477","P.O'Donnell","00-0031079",40
"1478","J.Hekker","00-0028872",39
"1479","T.Gill","00-0037097",54
"1480","J.Hekker","00-0028872",33
"1481","T.Gill","00-0037097",52
"1482","T.Gill","00-0037097",22
"1483","T.Gill","00-0037097",47
"1484","J.Hekker","00-0028872",26
"1485","T.Gill","00-0037097",53
"1486","J.Hekker","00-0028872",49
"1487","J.Hekker","00-0028872",45
"1488","R.Stonehouse","00-0037607",50
"1489","R.Stonehouse","00-0037607",53
"1490","R.Stonehouse","00-0037607",58
"1491","T.Way","00-0030140",52
"1492","R.Stonehouse","00-0037607",52
"1493","R.Wright","00-0037500",45
"1494","R.Wright","00-0037500",57
"1495","B.Pinion","00-0032065",53
"1496","S.Martin","00-0030092",0
"1497","S.Martin","00-0030092",46
"1498","S.Martin","00-0030092",55
"1499","E.Evans","00-0039059",53
"1500","E.Evans","00-0039059",42
"1501","J.Hekker","00-0028872",45
"1502","B.Mann","00-0036313",43
"1503","J.Hekker","00-0028872",45
"1504","B.Mann","00-0036313",47
"1505","B.Mann","00-0036313",44
"1506","B.Mann","00-0036313",38
"1507","T.Taylor","00-0039745",58
"1508","P.O'Donnell","00-0031079",45
"1509","T.Taylor","00-0039745",60
"1510","T.Taylor","00-0039745",51
"1511","T.Taylor","00-0039745",58
"1512","T.Taylor","00-0039745",46
"1513","P.O'Donnell","00-0031079",47
"1514","T.Taylor","00-0039745",43
"1515","R.Rehkow","00-0039323",46
"1516","B.Anger","00-0029692",47
"1517","B.Anger","00-0029692",51
"1518","B.Anger","00-0029692",52
"1519","R.Rehkow","00-0039323",61
"1520","B.Anger","00-0029692",48
"1521","R.Rehkow","00-0039323",14
"1522","C.Waitman","00-0035821",60
"1523","C.Bojorquez","00-0034721",42
"1524","C.Waitman","00-0035821",38
"1525","C.Bojorquez","00-0034721",31
"1526","C.Waitman","00-0035821",54
"1527","C.Bojorquez","00-0034721",63
"1528","C.Waitman","00-0035821",48
"1529","C.Bojorquez","00-0034721",55
"1530","C.Bojorquez","00-0034721",35
"1531","C.Waitman","00-0035821",55
"1532","C.Waitman","00-0035821",59
"1533","D.Whelan","00-0037547",43
"1534","J.Fox","00-0035156",42
"1535","D.Whelan","00-0037547",41
"1536","J.Fox","00-0035156",50
"1537","D.Whelan","00-0037547",41
"1538","R.Stonehouse","00-0037607",46
"1539","L.Cooke","00-0034437",44
"1540","L.Cooke","00-0034437",49
"1541","R.Stonehouse","00-0037607",52
"1542","L.Cooke","00-0034437",53
"1543","R.Stonehouse","00-0037607",45
"1544","L.Cooke","00-0034437",52
"1545","J.Scott","00-0034162",32
"1546","M.Araiza","00-0037284",59
"1547","J.Scott","00-0034162",33
"1548","M.Araiza","00-0037284",50
"1549","J.Scott","00-0034162",58
"1550","J.Scott","00-0034162",46
"1551","M.Araiza","00-0037284",48
"1552","J.Scott","00-0034162",44
"1553","M.Araiza","00-0037284",50
"1554","A.Cole","00-0035190",42
"1555","A.Cole","00-0035190",40
"1556","J.Browning","00-0039477",49
"1557","J.Browning","00-0039477",39
"1558","A.Cole","00-0035190",44
"1559","J.Browning","00-0039477",40
"1560","A.Cole","00-0035190",51
"1561","M.Hayball","00-0039611",35
"1562","J.Gillan","00-0035042",47
"1563","J.Gillan","00-0035042",36
"1564","M.Hayball","00-0039611",46
"1565","J.Gillan","00-0035042",34
"1566","M.Hayball","00-0039611",43
"1567","J.Gillan","00-0035042",30
"1568","M.Hayball","00-0039611",38
"1569","J.Gillan","00-0035042",33
"1570","J.Gillan","00-0035042",41
"1571","J.Gillan","00-0035042",44
"1572","J.Gillan","00-0035042",34
"1573","M.Hayball","00-0039611",36
"1574","M.Hayball","00-0039611",51
"1575","M.Hayball","00-0039611",43
"1576","J.Bailey","00-0035280",48
"1577","J.Bailey","00-0035280",56
"1578","T.Morstead","00-0027114",44
"1579","T.Morstead","00-0027114",52
"1580","J.Bailey","00-0035280",44
"1581","M.Dickson","00-0034160",51
"1582","B.Gillikin","00-0035859",63
"1583","C.Ryland","00-0038567",36
"1584","M.Dickson","00-0034160",47
"1585","M.Dickson","00-0034160",61
"1586","C.Ryland","00-0038567",44
"1587","M.Dickson","00-0034160",58
"1588","C.Ryland","00-0038567",37
"1589","M.Dickson","00-0034160",48
"1590","B.Pinion","00-0032065",38
"1591","A.Cole","00-0035190",30
"1592","B.Pinion","00-0032065",40
"1593","B.Pinion","00-0032065",42
"1594","A.Cole","00-0035190",0
"1595","A.Cole","00-0035190",47
"1596","B.Pinion","00-0032065",63
"1597","A.Cole","00-0035190",37
"1598","A.Cole","00-0035190",45
"1599","B.Pinion","00-0032065",37
"1600","B.Pinion","00-0032065",45
"1601","J.Gillan","00-0035042",51
"1602","J.Stout","00-0038094",42
"1603","J.Gillan","00-0035042",37
"1604","J.Gillan","00-0035042",30
"1605","J.Stout","00-0038094",50
"1606","J.Fox","00-0035156",60
"1607","J.Fox","00-0035156",48
"1608","J.Fox","00-0035156",59
"1609","S.Martin","00-0030092",51
"1610","T.Taylor","00-0039745",48
"1611","R.Wright","00-0037500",55
"1612","T.Taylor","00-0039745",51
"1613","R.Wright","00-0037500",49
"1614","T.Taylor","00-0039745",43
"1615","R.Wright","00-0037500",0
"1616","R.Stonehouse","00-0037607",67
"1617","R.Rehkow","00-0039323",36
"1618","B.Anger","00-0029692",56
"1619","B.Anger","00-0029692",57
"1620","J.Hekker","00-0028872",52
"1621","J.Hekker","00-0028872",41
"1622","J.Hekker","00-0028872",44
"1623","J.Hekker","00-0028872",53
"1624","M.Dickson","00-0034160",43
"1625","M.Dickson","00-0034160",36
"1626","D.Whelan","00-0037547",33
"1627","M.Dickson","00-0034160",47
"1628","D.Whelan","00-0037547",51
"1629","M.Dickson","00-0034160",53
"1630","D.Whelan","00-0037547",42
"1631","M.Dickson","00-0034160",47
"1632","M.Dickson","00-0034160",53
"1633","D.Whelan","00-0037547",44
"1634","R.Dixon","00-0032943",57
"1635","R.Sanchez","00-0033269",47
"1636","R.Dixon","00-0032943",43
"1637","R.Sanchez","00-0033269",54
"1638","R.Dixon","00-0032943",52
"1639","R.Dixon","00-0032943",44
"1640","R.Sanchez","00-0033269",53
"1641","R.Sanchez","00-0033269",51
"1642","R.Dixon","00-0032943",42
"1643","R.Sanchez","00-0033269",54
"1644","R.Dixon","00-0032943",49
"1645","M.Araiza","00-0037284",38
"1646","C.Bojorquez","00-0034721",36
"1647","M.Araiza","00-0037284",58
"1648","M.Araiza","00-0037284",41
"1649","C.Bojorquez","00-0034721",68
"1650","M.Araiza","00-0037284",40
"1651","C.Bojorquez","00-0034721",48
"1652","M.Araiza","00-0037284",37
"1653","C.Bojorquez","00-0034721",40
"1654","M.Araiza","00-0037284",30
"1655","M.Araiza","00-0037284",56
"1656","C.Bojorquez","00-0034721",56
"1657","M.Araiza","00-0037284",41
"1658","C.Bojorquez","00-0034721",41
"1659","M.Araiza","00-0037284",58
"1660","P.O'Donnell","00-0031079",40
"1661","E.Evans","00-0039059",56
"1662","E.Evans","00-0039059",50
"1663","P.O'Donnell","00-0031079",55
"1664","E.Evans","00-0039059",56
"1665","P.O'Donnell","00-0031079",38
"1666","E.Evans","00-0039059",68
"1667","P.O'Donnell","00-0031079",47
"1668","E.Evans","00-0039059",49
"1669","P.O'Donnell","00-0031079",48
"1670","P.O'Donnell","00-0031079",42
"1671","E.Evans","00-0039059",46
"1672","P.O'Donnell","00-0031079",46
"1673","J.Bailey","00-0035280",58
"1674","J.Bailey","00-0035280",59
"1675","T.Townsend","00-0035889",50
"1676","T.Townsend","00-0035889",57
"1677","T.Townsend","00-0035889",58
"1678","T.Townsend","00-0035889",34
"1679","J.Bailey","00-0035280",64
"1680","T.Townsend","00-0035889",51
"1681","B.Baringer","00-0038610",57
"1682","B.Baringer","00-0038610",53
"1683","M.Palardy","00-0031363",54
"1684","M.Palardy","00-0031363",43
"1685","T.Morstead","00-0027114",31
"1686","T.Morstead","00-0027114",54
"1687","L.Cooke","00-0034437",57
"1688","T.Morstead","00-0027114",40
"1689","L.Cooke","00-0034437",37
"1690","C.Waitman","00-0035821",36
"1691","C.Waitman","00-0035821",47
"1692","C.Waitman","00-0035821",49
"1693","C.Waitman","00-0035821",43
"1694","B.Mann","00-0036313",29
"1695","C.Waitman","00-0035821",40
"1696","J.Scott","00-0034162",42
"1697","J.Scott","00-0034162",57
"1698","J.Scott","00-0034162",42
"1699","M.Hayball","00-0039611",46
"1700","M.Hayball","00-0039611",41
"1701","T.Way","00-0030140",51
"1702","M.Hayball","00-0039611",47
"1703","T.Way","00-0030140",50
"1704","M.Hayball","00-0039611",53
"1705","T.Way","00-0030140",37
"1706","M.Palardy","00-0031363",34
"1707","J.Hekker","00-0028872",43
"1708","J.Hekker","00-0028872",43
"1709","M.Palardy","00-0031363",37
"1710","J.Hekker","00-0028872",37
"1711","J.Hekker","00-0028872",43
"1712","J.Hekker","00-0028872",57
"1713","M.Palardy","00-0031363",47
"1714","C.Bojorquez","00-0034721",44
"1715","C.Bojorquez","00-0034721",40
"1716","R.Rehkow","00-0039323",43
"1717","C.Bojorquez","00-0034721",43
"1718","C.Bojorquez","00-0034721",47
"1719","R.Rehkow","00-0039323",45
"1720","R.Rehkow","00-0039323",62
"1721","R.Rehkow","00-0039323",56
"1722","J.Scott","00-0034162",38
"1723","J.Scott","00-0034162",41
"1724","R.Dixon","00-0032943",51
"1725","R.Dixon","00-0032943",46
"1726","R.Dixon","00-0032943",45
"1727","R.Dixon","00-0032943",45
"1728","J.Scott","00-0034162",46
"1729","R.Dixon","00-0032943",41
"1730","T.Taylor","00-0039745",49
"1731","T.Taylor","00-0039745",42
"1732","T.Taylor","00-0039745",30
"1733","J.Fox","00-0035156",47
"1734","M.Araiza","00-0037284",49
"1735","M.Araiza","00-0037284",41
"1736","T.Townsend","00-0035889",48
"1737","T.Townsend","00-0035889",57
"1738","L.Cooke","00-0034437",45
"1739","A.Cole","00-0035190",51
"1740","L.Cooke","00-0034437",31
"1741","A.Cole","00-0035190",54
"1742","L.Cooke","00-0034437",44
"1743","L.Cooke","00-0034437",55
"1744","A.Cole","00-0035190",31
"1745","A.Cole","00-0035190",48
"1746","L.Cooke","00-0034437",36
"1747","A.Cole","00-0035190",60
"1748","L.Cooke","00-0034437",20
"1749","L.Cooke","00-0034437",44
"1750","A.Cole","00-0035190",41
"1751","E.Evans","00-0039059",36
"1752","E.Evans","00-0039059",43
"1753","M.Dickson","00-0034160",56
"1754","R.Wright","00-0037500",51
"1755","R.Wright","00-0037500",54
"1756","M.Dickson","00-0034160",46
"1757","M.Dickson","00-0034160",50
"1758","R.Wright","00-0037500",63
"1759","M.Dickson","00-0034160",51
"1760","R.Wright","00-0037500",38
"1761","M.Dickson","00-0034160",59
"1762","R.Wright","00-0037500",56
"1763","R.Wright","00-0037500",38
"1764","S.Martin","00-0030092",48
"1765","B.Baringer","00-0038610",42
"1766","B.Baringer","00-0038610",46
"1767","S.Martin","00-0030092",56
"1768","S.Martin","00-0030092",30
"1769","B.Baringer","00-0038610",45
"1770","S.Martin","00-0030092",37
"1771","M.Hayball","00-0039611",37
"1772","M.Hayball","00-0039611",37
"1773","D.Whelan","00-0037547",60
"1774","M.Hayball","00-0039611",48
"1775","D.Whelan","00-0037547",33
"1776","M.Hayball","00-0039611",37
"1777","J.Gillan","00-0035042",51
"1778","B.Pinion","00-0032065",46
"1779","J.Gillan","00-0035042",46
"1780","J.Gillan","00-0035042",41
"1781","J.Gillan","00-0035042",51
"1782","J.Gillan","00-0035042",21
"1783","B.Pinion","00-0032065",42
"1784","T.Way","00-0030140",49
"1785","B.Mann","00-0036313",39
"1786","B.Mann","00-0036313",42
"1787","T.Way","00-0030140",43
"1788","B.Mann","00-0036313",36
"1789","B.Mann","00-0036313",43
"1790","J.Stout","00-0038094",41
"1791","C.Waitman","00-0035821",58
"1792","J.Stout","00-0038094",14
"1793","C.Waitman","00-0035821",42
"1794","C.Waitman","00-0035821",56
"1795","J.Stout","00-0038094",50
"1796","C.Waitman","00-0035821",42
"1797","C.Waitman","00-0035821",49
"1798","P.O'Donnell","00-0031079",51
"1799","J.Bailey","00-0035280",58
"1800","P.O'Donnell","00-0031079",45
"1801","P.O'Donnell","00-0031079",45
"1802","J.Bailey","00-0035280",40
"1803","P.O'Donnell","00-0031079",39
"1804","J.Browning","00-0039477",41
"1805","B.Anger","00-0029692",47
"1806","J.Browning","00-0039477",45
"1807","J.Browning","00-0039477",39
"1808","B.Anger","00-0029692",51
"1809","J.Browning","00-0039477",54
"1810","B.Anger","00-0029692",39
"1811","B.Anger","00-0029692",57
"1812","B.Anger","00-0029692",52
"1813","R.Stonehouse","00-0037607",60
"1814","R.Sanchez","00-0033269",49
"1815","R.Stonehouse","00-0037607",61
"1816","R.Stonehouse","00-0037607",46
"1817","R.Stonehouse","00-0037607",54
"1818","R.Sanchez","00-0033269",49
"1819","R.Sanchez","00-0033269",57
"1820","R.Sanchez","00-0033269",34
"1821","E.Evans","00-0039059",45
"1822","M.Palardy","00-0031363",50
"1823","E.Evans","00-0039059",57
"1824","M.Palardy","00-0031363",47
"1825","E.Evans","00-0039059",53
"1826","E.Evans","00-0039059",46
"1827","M.Palardy","00-0031363",39
"1828","M.Palardy","00-0031363",28
"1829","E.Evans","00-0039059",51
"1830","E.Evans","00-0039059",47
"1831","T.Way","00-0030140",55
"1832","B.Pinion","00-0032065",61
"1833","T.Way","00-0030140",37
"1834","B.Pinion","00-0032065",42
"1835","B.Pinion","00-0032065",38
"1836","T.Way","00-0030140",61
"1837","T.Townsend","00-0035889",29
"1838","T.Townsend","00-0035889",46
"1839","J.Stout","00-0038094",37
"1840","T.Townsend","00-0035889",69
"1841","T.Townsend","00-0035889",43
"1842","J.Stout","00-0038094",37
"1843","T.Townsend","00-0035889",41
"1844","J.Stout","00-0038094",41
"1845","T.Townsend","00-0035889",61
"1846","J.Stout","00-0038094",50
"1847","J.Hekker","00-0028872",40
"1848","J.Hekker","00-0028872",51
"1849","J.Hekker","00-0028872",36
"1850","J.Browning","00-0039477",52
"1851","J.Hekker","00-0028872",51
"1852","J.Hekker","00-0028872",0
"1853","J.Hekker","00-0028872",48
"1854","B.Mann","00-0036313",52
"1855","B.Anger","00-0029692",47
"1856","B.Mann","00-0036313",54
"1857","B.Anger","00-0029692",40
"1858","B.Anger","00-0029692",49
"1859","B.Mann","00-0036313",42
"1860","B.Anger","00-0029692",62
"1861","R.Dixon","00-0032943",40
"1862","R.Dixon","00-0032943",48
"1863","R.Rehkow","00-0039323",47
"1864","R.Dixon","00-0032943",40
"1865","R.Dixon","00-0032943",38
"1866","R.Wright","00-0037500",30
"1867","D.Whelan","00-0037547",50
"1868","D.Whelan","00-0037547",49
"1869","D.Whelan","00-0037547",29
"1870","D.Whelan","00-0037547",41
"1871","R.Wright","00-0037500",41
"1872","J.Gillan","00-0035042",48
"1873","J.Gillan","00-0035042",51
"1874","R.Sanchez","00-0033269",32
"1875","J.Gillan","00-0035042",47
"1876","C.Waitman","00-0035821",40
"1877","C.Waitman","00-0035821",58
"1878","M.Araiza","00-0037284",58
"1879","M.Araiza","00-0037284",40
"1880","C.Waitman","00-0035821",31
"1881","M.Araiza","00-0037284",72
"1882","M.Araiza","00-0037284",44
"1883","C.Waitman","00-0035821",49
"1884","M.Araiza","00-0037284",55
"1885","J.Scott","00-0034162",53
"1886","B.Baringer","00-0038610",50
"1887","B.Baringer","00-0038610",44
"1888","B.Baringer","00-0038610",62
"1889","B.Baringer","00-0038610",64
"1890","J.Scott","00-0034162",39
"1891","M.Hayball","00-0039611",37
"1892","A.Cole","00-0035190",56
"1893","M.Hayball","00-0039611",41
"1894","M.Hayball","00-0039611",40
"1895","M.Hayball","00-0039611",38
"1896","A.Cole","00-0035190",71
"1897","M.Hayball","00-0039611",55
"1898","M.Hayball","00-0039611",55
"1899","A.Cole","00-0035190",38
"1900","M.Hayball","00-0039611",64
"1901","A.Cole","00-0035190",33
"1902","J.Bailey","00-0035280",35
"1903","C.Bojorquez","00-0034721",43
"1904","J.Bailey","00-0035280",44
"1905","C.Bojorquez","00-0034721",68
"1906","J.Bailey","00-0035280",53
"1907","J.Bailey","00-0035280",41
"1908","C.Bojorquez","00-0034721",38
"1909","C.Bojorquez","00-0034721",55
"1910","J.Bailey","00-0035280",40
"1911","J.Bailey","00-0035280",42
"1912","C.Bojorquez","00-0034721",46
"1913","J.Bailey","00-0035280",52
"1914","S.Martin","00-0030092",47
"1915","S.Martin","00-0030092",39
"1916","T.Morstead","00-0027114",41
"1917","S.Martin","00-0030092",51
"1918","T.Morstead","00-0027114",56
"1919","T.Morstead","00-0027114",46
"1920","T.Taylor","00-0039745",48
"1921","M.Dickson","00-0034160",58
"1922","T.Taylor","00-0039745",50
"1923","M.Dickson","00-0034160",56
"1924","T.Taylor","00-0039745",49
"1925","M.Dickson","00-0034160",32
"1926","T.Taylor","00-0039745",49
"1927","M.Dickson","00-0034160",43
"1928","T.Taylor","00-0039745",39
"1929","T.Taylor","00-0039745",47
"1930","M.Dickson","00-0034160",56
"1931","T.Taylor","00-0039745",45
"1932","M.Dickson","00-0034160",43
"1933","R.Stonehouse","00-0037607",38
"1934","L.Cooke","00-0034437",48
"1935","R.Stonehouse","00-0037607",61
"1936","L.Cooke","00-0034437",38
"1937","R.Stonehouse","00-0037607",50
"1938","L.Cooke","00-0034437",44
"1939","B.Baringer","00-0038610",36
"1940","B.Baringer","00-0038610",36
"1941","S.Martin","00-0030092",34
"1942","S.Martin","00-0030092",34
"1943","S.Martin","00-0030092",42
"1944","B.Baringer","00-0038610",39
"1945","S.Martin","00-0030092",53
"1946","J.Hekker","00-0028872",45
"1947","J.Hekker","00-0028872",53
"1948","J.Hekker","00-0028872",57
"1949","D.Whelan","00-0037547",35
"1950","T.Taylor","00-0039745",55
"1951","D.Whelan","00-0037547",38
"1952","T.Taylor","00-0039745",49
"1953","T.Taylor","00-0039745",53
"1954","T.Taylor","00-0039745",34
"1955","T.Taylor","00-0039745",27
"1956","D.Whelan","00-0037547",60
"1957","T.Taylor","00-0039745",36
"1958","C.Waitman","00-0035821",39
"1959","C.Waitman","00-0035821",39
"1960","R.Rehkow","00-0039323",57
"1961","C.Waitman","00-0035821",50
"1962","C.Waitman","00-0035821",43
"1963","R.Rehkow","00-0039323",47
"1964","C.Waitman","00-0035821",42
"1965","R.Rehkow","00-0039323",42
"1966","C.Bojorquez","00-0034721",43
"1967","J.Stout","00-0038094",47
"1968","C.Bojorquez","00-0034721",26
"1969","C.Bojorquez","00-0034721",62
"1970","C.Bojorquez","00-0034721",44
"1971","J.Stout","00-0038094",33
"1972","C.Bojorquez","00-0034721",41
"1973","J.Stout","00-0038094",29
"1974","J.Stout","00-0038094",70
"1975","R.Stonehouse","00-0037607",48
"1976","T.Townsend","00-0035889",39
"1977","R.Stonehouse","00-0037607",50
"1978","R.Stonehouse","00-0037607",31
"1979","T.Townsend","00-0035889",53
"1980","R.Stonehouse","00-0037607",45
"1981","T.Townsend","00-0035889",53
"1982","R.Stonehouse","00-0037607",45
"1983","T.Townsend","00-0035889",46
"1984","R.Sanchez","00-0033269",44
"1985","L.Cooke","00-0034437",62
"1986","L.Cooke","00-0034437",47
"1987","L.Cooke","00-0034437",46
"1988","R.Sanchez","00-0033269",61
"1989","L.Cooke","00-0034437",45
"1990","R.Sanchez","00-0033269",56
"1991","R.Sanchez","00-0033269",39
"1992","M.Araiza","00-0037284",48
"1993","M.Araiza","00-0037284",47
"1994","M.Araiza","00-0037284",60
"1995","R.Dixon","00-0032943",44
"1996","M.Araiza","00-0037284",42
"1997","M.Araiza","00-0037284",48
"1998","R.Dixon","00-0032943",44
"1999","A.Cole","00-0035190",62
"2000","J.Scott","00-0034162",47
"2001","A.Cole","00-0035190",58
"2002","A.Cole","00-0035190",60
"2003","J.Bailey","00-0035280",49
"2004","T.Morstead","00-0027114",34
"2005","J.Bailey","00-0035280",19
"2006","T.Morstead","00-0027114",49
"2007","T.Morstead","00-0027114",36
"2008","J.Bailey","00-0035280",53
"2009","T.Morstead","00-0027114",38
"2010","J.Fox","00-0035156",56
"2011","R.Wright","00-0037500",49
"2012","R.Wright","00-0037500",57
"2013","J.Fox","00-0035156",46
"2014","R.Wright","00-0037500",49
"2015","J.Browning","00-0039477",52
"2016","M.Hayball","00-0039611",44
"2017","J.Browning","00-0039477",14
"2018","M.Hayball","00-0039611",36
"2019","M.Hayball","00-0039611",51
"2020","J.Gillan","00-0035042",43
"2021","J.Gillan","00-0035042",35
"2022","B.Mann","00-0036313",33
"2023","B.Mann","00-0036313",59
"2024","J.Gillan","00-0035042",42
"2025","B.Mann","00-0036313",48
"2026","E.Evans","00-0039059",52
"2027","M.Dickson","00-0034160",59
"2028","E.Evans","00-0039059",51
"2029","M.Dickson","00-0034160",51
"2030","M.Dickson","00-0034160",62
"2031","M.Dickson","00-0034160",56
"2032","M.Palardy","00-0031363",47
"2033","P.O'Donnell","00-0031079",50
"2034","M.Palardy","00-0031363",47
"2035","M.Palardy","00-0031363",38
"2036","P.O'Donnell","00-0031079",50
"2037","M.Palardy","00-0031363",48
"2038","T.Way","00-0030140",56
"2039","T.Way","00-0030140",53
"2040","B.Anger","00-0029692",55
"2041","T.Way","00-0030140",48
"2042","B.Anger","00-0029692",42
"2043","T.Way","00-0030140",39
"2044","B.Anger","00-0029692",58
"2045","T.Way","00-0030140",42
"2046","B.Anger","00-0029692",43
"2047","R.Dixon","00-0032943",53
"2048","R.Dixon","00-0032943",38
"2049","S.Martin","00-0030092",45
"2050","R.Dixon","00-0032943",48
"2051","R.Dixon","00-0032943",53
"2052","D.Whelan","00-0037547",50
"2053","B.Mann","00-0036313",47
"2054","D.Whelan","00-0037547",50
"2055","B.Mann","00-0036313",54
"2056","B.Mann","00-0036313",46
"2057","B.Mann","00-0036313",33
"2058","B.Mann","00-0036313",63
"2059","T.Townsend","00-0035889",67
"2060","J.Scott","00-0034162",35
"2061","T.Townsend","00-0035889",38
"2062","J.Scott","00-0034162",47
"2063","T.Townsend","00-0035889",50
"2064","J.Scott","00-0034162",55
"2065","J.Scott","00-0034162",48
"2066","J.Scott","00-0034162",36
"2067","T.Townsend","00-0035889",28
"2068","R.Wright","00-0037500",56
"2069","E.Evans","00-0039059",47
"2070","E.Evans","00-0039059",48
"2071","R.Wright","00-0037500",27
"2072","E.Evans","00-0039059",54
"2073","R.Wright","00-0037500",50
"2074","E.Evans","00-0039059",59
"2075","E.Evans","00-0039059",43
"2076","C.Waitman","00-0035821",60
"2077","C.Waitman","00-0035821",47
"2078","J.Stout","00-0038094",46
"2079","C.Waitman","00-0035821",56
"2080","C.Waitman","00-0035821",47
"2081","J.Stout","00-0038094",49
"2082","J.Stout","00-0038094",44
"2083","C.Waitman","00-0035821",47
"2084","J.Stout","00-0038094",44
"2085","J.Browning","00-0039477",41
"2086","J.Browning","00-0039477",56
"2087","S.Martin","00-0030092",44
"2088","S.Martin","00-0030092",54
"2089","S.Martin","00-0030092",52
"2090","T.Townsend","00-0035889",49
"2091","M.Araiza","00-0037284",51
"2092","M.Araiza","00-0037284",36
"2093","T.Townsend","00-0035889",34
"2094","B.Mann","00-0036313",57
"2095","E.Evans","00-0039059",49
"2096","B.Mann","00-0036313",32
"2097","E.Evans","00-0039059",49
"2098","E.Evans","00-0039059",53
"2099","B.Mann","00-0036313",55
"2100","E.Evans","00-0039059",58
"2101","E.Evans","00-0039059",48
"2102","B.Mann","00-0036313",55
"2103","J.Fox","00-0035156",43
"2104","T.Way","00-0030140",48
"2105","S.Martin","00-0030092",56
"2106","S.Martin","00-0030092",45
"2107","M.Araiza","00-0037284",42
"2108","M.Araiza","00-0037284",51
"2109","B.Mann","00-0036313",43
"2110","T.Way","00-0030140",45
"2111","B.Mann","00-0036313",40
"2112","B.Mann","00-0036313",53
"2113","M.Araiza","00-0037284",58
"2114","M.Araiza","00-0037284",60
"2115","M.Araiza","00-0037284",54
"2116","M.Araiza","00-0037284",42
"2117","B.Mann","00-0036313",43
"2118","M.Araiza","00-0037284",42
"2119","M.Araiza","00-0037284",55
