coach,down,red_zone,distance,pass_prob,run_prob,fg_prob,punt_prob
Ben Johnson,4,FALSE,Short,0.198028674,0.241636798,0.098267622,0.462066906
Ben Johnson,4,FALSE,Mid,0.129493892,0.017801047,0.182897033,0.669808028
Ben Johnson,4,FALSE,Long,0.069789939,0.006909895,0.16514649,0.758153676
John Harbaugh,1,TRUE,All,0.335060449,0.659758204,0.005181347,0
John Harbaugh,1,FALSE,All,0.46411093,0.534801523,0.001087548,0
John Harbaugh,2,TRUE,Short,0.223076923,0.776923077,0,0
John Harbaugh,2,TRUE,Mid,0.477941176,0.518382353,0.003676471,0
John Harbaugh,2,TRUE,Long,0.640692641,0.344155844,0.015151515,0
John Harbaugh,2,FALSE,Short,0.258941345,0.741058655,0,0
John Harbaugh,2,FALSE,Mid,0.454470878,0.544708778,0.000820345,0
John Harbaugh,2,FALSE,Long,0.642037503,0.355163728,0.002798769,0
John Harbaugh,3,TRUE,Short,0.383333333,0.6125,0.004166667,0
John Harbaugh,3,TRUE,Mid,0.81122449,0.178571429,0.010204082,0
John Harbaugh,3,TRUE,Long,0.868778281,0.104072398,0.027149321,0
John Harbaugh,3,FALSE,Short,0.393764434,0.601616628,0.004618938,0
John Harbaugh,3,FALSE,Mid,0.85012285,0.148648649,0.001228501,0
John Harbaugh,3,FALSE,Long,0.870029674,0.122848665,0.007121662,0
John Harbaugh,4,TRUE,Short,0.155555556,0.251851852,0.592592593,0
John Harbaugh,4,TRUE,Mid,0.033898305,0,0.966101695,0
John Harbaugh,4,TRUE,Long,0.034482759,0.017241379,0.948275862,0
John Harbaugh,4,FALSE,Short,0.118834081,0.235426009,0.114349776,0.531390135
John Harbaugh,4,FALSE,Mid,0.074358974,0.01025641,0.176923077,0.738461538
John Harbaugh,4,FALSE,Long,0.055555556,0.007070707,0.15959596,0.777777778
Zac Taylor,1,TRUE,All,0.481662592,0.515892421,0.002444988,0
Zac Taylor,1,FALSE,All,0.532359905,0.466850829,0.000789266,0
Zac Taylor,2,TRUE,Short,0.393162393,0.606837607,0,0
Zac Taylor,2,TRUE,Mid,0.56,0.43,0.01,0
Zac Taylor,2,TRUE,Long,0.793333333,0.206666667,0,0
Zac Taylor,2,FALSE,Short,0.356862745,0.643137255,0,0
Zac Taylor,2,FALSE,Mid,0.601321586,0.398678414,0,0
Zac Taylor,2,FALSE,Long,0.759162304,0.239965096,0.0008726,0
Zac Taylor,3,TRUE,Short,0.535714286,0.446428571,0.017857143,0
Zac Taylor,3,TRUE,Mid,0.796296296,0.148148148,0.055555556,0
Zac Taylor,3,TRUE,Long,0.890410959,0.068493151,0.04109589,0
Zac Taylor,3,FALSE,Short,0.600682594,0.399317406,0,0
Zac Taylor,3,FALSE,Mid,0.912891986,0.087108014,0,0
Zac Taylor,3,FALSE,Long,0.879712747,0.114901257,0.005385996,0
Zac Taylor,4,TRUE,Short,0.270833333,0.229166667,0.5,0
Zac Taylor,4,TRUE,Mid,0.153846154,0.076923077,0.769230769,0
Zac Taylor,4,TRUE,Long,0.0625,0,0.9375,0
Zac Taylor,4,FALSE,Short,0.26056338,0.161971831,0.098591549,0.478873239
Zac Taylor,4,FALSE,Mid,0.130434783,0.014492754,0.18115942,0.673913043
Zac Taylor,4,FALSE,Long,0.037572254,0.005780347,0.193641618,0.76300578
Brian Schottenheimer,1,TRUE,All,0.380406213,0.616487455,0.003106332,0
Brian Schottenheimer,1,FALSE,All,0.499012042,0.499496701,0.001491258,0
Brian Schottenheimer,2,TRUE,Short,0.335436893,0.662621359,0.001941748,0
Brian Schottenheimer,2,TRUE,Mid,0.512845371,0.483276781,0.003877848,0
Brian Schottenheimer,2,TRUE,Long,0.651206518,0.337511752,0.01128173,0
Brian Schottenheimer,2,FALSE,Short,0.365905849,0.632489301,0.00160485,0
Brian Schottenheimer,2,FALSE,Mid,0.506609385,0.492068738,0.001321877,0
Brian Schottenheimer,2,FALSE,Long,0.687166839,0.310446336,0.002386825,0
Brian Schottenheimer,3,TRUE,Short,0.469904963,0.52217529,0.007919747,0
Brian Schottenheimer,3,TRUE,Mid,0.834293948,0.153458213,0.012247839,0
Brian Schottenheimer,3,TRUE,Long,0.852428394,0.132004981,0.015566625,0
Brian Schottenheimer,3,FALSE,Short,0.492876629,0.504698393,0.002424977,0
Brian Schottenheimer,3,FALSE,Mid,0.856947296,0.141170431,0.001882272,0
Brian Schottenheimer,3,FALSE,Long,0.866811861,0.128245937,0.004942201,0
Brian Schottenheimer,4,TRUE,Short,0.283962264,0.299056604,0.416981132,0
Brian Schottenheimer,4,TRUE,Mid,0.130378096,0.011734029,0.857887875,0
Brian Schottenheimer,4,TRUE,Long,0.067201605,0.002006018,0.930792377,0
Brian Schottenheimer,4,FALSE,Short,0.198028674,0.241636798,0.098267622,0.462066906
Brian Schottenheimer,4,FALSE,Mid,0.129493892,0.017801047,0.182897033,0.669808028
Brian Schottenheimer,4,FALSE,Long,0.069789939,0.006909895,0.16514649,0.758153676
Dan Campbell,1,TRUE,All,0.388349515,0.608414239,0.003236246,0
Dan Campbell,1,FALSE,All,0.500577367,0.498845266,0.000577367,0
Dan Campbell,2,TRUE,Short,0.3875,0.6125,0,0
Dan Campbell,2,TRUE,Mid,0.463768116,0.536231884,0,0
Dan Campbell,2,TRUE,Long,0.54954955,0.441441441,0.009009009,0
Dan Campbell,2,FALSE,Short,0.5,0.5,0,0
Dan Campbell,2,FALSE,Mid,0.548821549,0.451178451,0,0
Dan Campbell,2,FALSE,Long,0.642857143,0.357142857,0,0
Dan Campbell,3,TRUE,Short,0.338983051,0.644067797,0.016949153,0
Dan Campbell,3,TRUE,Mid,0.684210526,0.298245614,0.01754386,0
Dan Campbell,3,TRUE,Long,0.786885246,0.213114754,0,0
Dan Campbell,3,FALSE,Short,0.551219512,0.443902439,0.004878049,0
Dan Campbell,3,FALSE,Mid,0.836363636,0.163636364,0,0
Dan Campbell,3,FALSE,Long,0.828080229,0.163323782,0.008595989,0
Dan Campbell,4,TRUE,Short,0.522727273,0.25,0.227272727,0
Dan Campbell,4,TRUE,Mid,0.428571429,0,0.571428571,0
Dan Campbell,4,TRUE,Long,0.088235294,0,0.911764706,0
Dan Campbell,4,FALSE,Short,0.322580645,0.282258065,0.072580645,0.322580645
Dan Campbell,4,FALSE,Mid,0.185185185,0.037037037,0.160493827,0.617283951
Dan Campbell,4,FALSE,Long,0.084656085,0.015873016,0.158730159,0.740740741
Mike McDaniel,1,TRUE,All,0.307291667,0.692708333,0,0
Mike McDaniel,1,FALSE,All,0.493710692,0.505503145,0.000786164,0
Mike McDaniel,2,TRUE,Short,0.469387755,0.530612245,0,0
Mike McDaniel,2,TRUE,Mid,0.525,0.475,0,0
Mike McDaniel,2,TRUE,Long,0.771428571,0.228571429,0,0
Mike McDaniel,2,FALSE,Short,0.474820144,0.525179856,0,0
Mike McDaniel,2,FALSE,Mid,0.55,0.45,0,0
Mike McDaniel,2,FALSE,Long,0.702276708,0.294220665,0.003502627,0
Mike McDaniel,3,TRUE,Short,0.586956522,0.391304348,0.02173913,0
Mike McDaniel,3,TRUE,Mid,0.928571429,0.071428571,0,0
Mike McDaniel,3,TRUE,Long,0.931034483,0.034482759,0.034482759,0
Mike McDaniel,3,FALSE,Short,0.629370629,0.370629371,0,0
Mike McDaniel,3,FALSE,Mid,0.926315789,0.073684211,0,0
Mike McDaniel,3,FALSE,Long,0.914089347,0.082474227,0.003436426,0
Mike McDaniel,4,TRUE,Short,0.461538462,0.192307692,0.346153846,0
Mike McDaniel,4,TRUE,Mid,0.1875,0.0625,0.75,0
Mike McDaniel,4,TRUE,Long,0.095238095,0,0.904761905,0
Mike McDaniel,4,FALSE,Short,0.185714286,0.214285714,0.242857143,0.357142857
Mike McDaniel,4,FALSE,Mid,0.233333333,0.066666667,0.233333333,0.466666667
Mike McDaniel,4,FALSE,Long,0.080924855,0.023121387,0.156069364,0.739884393
Mike Tomlin,1,TRUE,All,0.408362989,0.584519573,0.007117438,0
Mike Tomlin,1,FALSE,All,0.502943538,0.495986085,0.001070377,0
Mike Tomlin,2,TRUE,Short,0.389121339,0.606694561,0.0041841,0
Mike Tomlin,2,TRUE,Mid,0.505494505,0.494505495,0,0
Mike Tomlin,2,TRUE,Long,0.666666667,0.313596491,0.019736842,0
Mike Tomlin,2,FALSE,Short,0.404891304,0.595108696,0,0
Mike Tomlin,2,FALSE,Mid,0.504439064,0.495560936,0,0
Mike Tomlin,2,FALSE,Long,0.649779736,0.348568282,0.001651982,0
Mike Tomlin,3,TRUE,Short,0.542168675,0.449799197,0.008032129,0
Mike Tomlin,3,TRUE,Mid,0.873015873,0.121693122,0.005291005,0
Mike Tomlin,3,TRUE,Long,0.896551724,0.081896552,0.021551724,0
Mike Tomlin,3,FALSE,Short,0.576837416,0.423162584,0,0
Mike Tomlin,3,FALSE,Mid,0.881936246,0.116883117,0.001180638,0
Mike Tomlin,3,FALSE,Long,0.905126694,0.090748379,0.003535651,0.000589275
Mike Tomlin,4,TRUE,Short,0.141891892,0.222972973,0.635135135,0
Mike Tomlin,4,TRUE,Mid,0.063829787,0,0.936170213,0
Mike Tomlin,4,TRUE,Long,0.02238806,0.007462687,0.970149254,0
Mike Tomlin,4,FALSE,Short,0.115909091,0.147727273,0.120454545,0.615909091
Mike Tomlin,4,FALSE,Mid,0.069478908,0.012406948,0.17369727,0.744416873
Mike Tomlin,4,FALSE,Long,0.051829268,0.004065041,0.149390244,0.794715447
Brian Callahan,1,TRUE,All,0.386363636,0.613636364,0,0
Brian Callahan,1,FALSE,All,0.456359102,0.543640898,0,0
Brian Callahan,2,TRUE,Short,0.466666667,0.533333333,0,0
Brian Callahan,2,TRUE,Mid,0.545454545,0.454545455,0,0
Brian Callahan,2,TRUE,Long,0.45,0.55,0,0
Brian Callahan,2,FALSE,Short,0.342105263,0.657894737,0,0
Brian Callahan,2,FALSE,Mid,0.430769231,0.569230769,0,0
Brian Callahan,2,FALSE,Long,0.743589744,0.251282051,0.005128205,0
Brian Callahan,3,TRUE,Short,0.5,0.5,0,0
Brian Callahan,3,TRUE,Mid,1,0,0,0
Brian Callahan,3,TRUE,Long,0.5,0.5,0,0
Brian Callahan,3,FALSE,Short,0.408163265,0.591836735,0,0
Brian Callahan,3,FALSE,Mid,0.906976744,0.093023256,0,0
Brian Callahan,3,FALSE,Long,0.81443299,0.175257732,0.010309278,0
Brian Callahan,4,TRUE,Short,0.375,0,0.625,0
Brian Callahan,4,TRUE,Mid,0,1,0,0
Brian Callahan,4,TRUE,Long,0.2,0,0.8,0
Brian Callahan,4,FALSE,Short,0.173913043,0.260869565,0.086956522,0.47826087
Brian Callahan,4,FALSE,Mid,0.1,0,0.15,0.75
Brian Callahan,4,FALSE,Long,0.090909091,0,0.166666667,0.742424242
Jonathan Gannon,1,TRUE,All,0.454545455,0.536363636,0.009090909,0
Jonathan Gannon,1,FALSE,All,0.490931076,0.506650544,0.00241838,0
Jonathan Gannon,2,TRUE,Short,0.290322581,0.709677419,0,0
Jonathan Gannon,2,TRUE,Mid,0.483870968,0.483870968,0.032258065,0
Jonathan Gannon,2,TRUE,Long,0.555555556,0.444444444,0,0
Jonathan Gannon,2,FALSE,Short,0.425,0.575,0,0
Jonathan Gannon,2,FALSE,Mid,0.627737226,0.372262774,0,0
Jonathan Gannon,2,FALSE,Long,0.592493298,0.399463807,0.008042895,0
Jonathan Gannon,3,TRUE,Short,0.24,0.76,0,0
Jonathan Gannon,3,TRUE,Mid,0.857142857,0.142857143,0,0
Jonathan Gannon,3,TRUE,Long,0.85,0.1,0.05,0
Jonathan Gannon,3,FALSE,Short,0.454545455,0.545454545,0,0
Jonathan Gannon,3,FALSE,Mid,0.825242718,0.165048544,0.009708738,0
Jonathan Gannon,3,FALSE,Long,0.76744186,0.226744186,0.005813953,0
Jonathan Gannon,4,TRUE,Short,0.285714286,0.428571429,0.285714286,0
Jonathan Gannon,4,TRUE,Mid,0.133333333,0,0.866666667,0
Jonathan Gannon,4,TRUE,Long,0,0,1,0
Jonathan Gannon,4,FALSE,Short,0.243902439,0.292682927,0.073170732,0.390243902
Jonathan Gannon,4,FALSE,Mid,0.133333333,0.022222222,0.311111111,0.533333333
Jonathan Gannon,4,FALSE,Long,0.128440367,0.018348624,0.137614679,0.71559633
Andy Reid,1,TRUE,All,0.471323529,0.523529412,0.005147059,0
Andy Reid,1,FALSE,All,0.537772087,0.460307298,0.001920615,0
Andy Reid,2,TRUE,Short,0.408637874,0.591362126,0,0
Andy Reid,2,TRUE,Mid,0.615384615,0.381410256,0.003205128,0
Andy Reid,2,TRUE,Long,0.696969697,0.286868687,0.016161616,0
Andy Reid,2,FALSE,Short,0.399253731,0.597014925,0.003731343,0
Andy Reid,2,FALSE,Mid,0.587096774,0.412096774,0.000806452,0
Andy Reid,2,FALSE,Long,0.670667039,0.3268211,0.002511862,0
Andy Reid,3,TRUE,Short,0.560137457,0.432989691,0.006872852,0
Andy Reid,3,TRUE,Mid,0.838862559,0.151658768,0.009478673,0
Andy Reid,3,TRUE,Long,0.855967078,0.135802469,0.008230453,0
Andy Reid,3,FALSE,Short,0.525612472,0.469933185,0.004454343,0
Andy Reid,3,FALSE,Mid,0.868700265,0.128647215,0.00265252,0
Andy Reid,3,FALSE,Long,0.864226682,0.131050767,0.00472255,0
Andy Reid,4,TRUE,Short,0.130718954,0.248366013,0.620915033,0
Andy Reid,4,TRUE,Mid,0.038461538,0.015384615,0.946153846,0
Andy Reid,4,TRUE,Long,0.027777778,0,0.972222222,0
Andy Reid,4,FALSE,Short,0.109048724,0.180974478,0.13225058,0.577726218
Andy Reid,4,FALSE,Mid,0.075880759,0.013550136,0.159891599,0.750677507
Andy Reid,4,FALSE,Long,0.055378062,0.003194888,0.14057508,0.80085197
Kevin O'Connell,1,TRUE,All,0.523364486,0.476635514,0,0
Kevin O'Connell,1,FALSE,All,0.492924528,0.504716981,0.002358491,0
Kevin O'Connell,2,TRUE,Short,0.425925926,0.574074074,0,0
Kevin O'Connell,2,TRUE,Mid,0.577777778,0.422222222,0,0
Kevin O'Connell,2,TRUE,Long,0.736111111,0.25,0.013888889,0
Kevin O'Connell,2,FALSE,Short,0.441176471,0.558823529,0,0
Kevin O'Connell,2,FALSE,Mid,0.560386473,0.439613527,0,0
Kevin O'Connell,2,FALSE,Long,0.744067797,0.254237288,0.001694915,0
Kevin O'Connell,3,TRUE,Short,0.804347826,0.195652174,0,0
Kevin O'Connell,3,TRUE,Mid,0.823529412,0.147058824,0.029411765,0
Kevin O'Connell,3,TRUE,Long,0.825,0.175,0,0
Kevin O'Connell,3,FALSE,Short,0.659722222,0.333333333,0.006944444,0
Kevin O'Connell,3,FALSE,Mid,0.929824561,0.070175439,0,0
Kevin O'Connell,3,FALSE,Long,0.913333333,0.083333333,0.003333333,0
Kevin O'Connell,4,TRUE,Short,0.263157895,0.210526316,0.526315789,0
Kevin O'Connell,4,TRUE,Mid,0.266666667,0,0.733333333,0
Kevin O'Connell,4,TRUE,Long,0,0,1,0
Kevin O'Connell,4,FALSE,Short,0.273809524,0.130952381,0.071428571,0.523809524
Kevin O'Connell,4,FALSE,Mid,0.12244898,0.040816327,0.183673469,0.653061224
Kevin O'Connell,4,FALSE,Long,0.053254438,0.01183432,0.218934911,0.715976331
Pete Carroll,1,TRUE,All,0.375,0.620575221,0.004424779,0
Pete Carroll,1,FALSE,All,0.487260035,0.511867365,0.0008726,0
Pete Carroll,2,TRUE,Short,0.304347826,0.695652174,0,0
Pete Carroll,2,TRUE,Mid,0.505376344,0.494623656,0,0
Pete Carroll,2,TRUE,Long,0.624,0.357333333,0.018666667,0
Pete Carroll,2,FALSE,Short,0.319536424,0.680463576,0,0
Pete Carroll,2,FALSE,Mid,0.459958932,0.540041068,0,0
Pete Carroll,2,FALSE,Long,0.610678532,0.386355209,0.002966259,0
Pete Carroll,3,TRUE,Short,0.514619883,0.479532164,0.005847953,0
Pete Carroll,3,TRUE,Mid,0.871212121,0.128787879,0,0
Pete Carroll,3,TRUE,Long,0.869791667,0.109375,0.020833333,0
Pete Carroll,3,FALSE,Short,0.523741007,0.473381295,0.002877698,0
Pete Carroll,3,FALSE,Mid,0.868078176,0.131921824,0,0
Pete Carroll,3,FALSE,Long,0.840245776,0.155913978,0.003840246,0
Pete Carroll,4,TRUE,Short,0.21,0.2,0.59,0
Pete Carroll,4,TRUE,Mid,0.149425287,0.022988506,0.827586207,0
Pete Carroll,4,TRUE,Long,0.027522936,0.009174312,0.963302752,0
Pete Carroll,4,FALSE,Short,0.110144928,0.12173913,0.101449275,0.666666667
Pete Carroll,4,FALSE,Mid,0.0625,0.023026316,0.154605263,0.759868421
Pete Carroll,4,FALSE,Long,0.045066991,0.012180268,0.141291108,0.801461632
DeMeco Ryans,1,TRUE,All,0.340740741,0.644444444,0.014814815,0
DeMeco Ryans,1,FALSE,All,0.488027366,0.510832383,0.001140251,0
DeMeco Ryans,2,TRUE,Short,0.444444444,0.555555556,0,0
DeMeco Ryans,2,TRUE,Mid,0.575757576,0.424242424,0,0
DeMeco Ryans,2,TRUE,Long,0.461538462,0.5,0.038461538,0
DeMeco Ryans,2,FALSE,Short,0.41025641,0.58974359,0,0
DeMeco Ryans,2,FALSE,Mid,0.533333333,0.459259259,0.007407407,0
DeMeco Ryans,2,FALSE,Long,0.664414414,0.331081081,0.004504505,0
DeMeco Ryans,3,TRUE,Short,0.575757576,0.424242424,0,0
DeMeco Ryans,3,TRUE,Mid,0.84,0.12,0.04,0
DeMeco Ryans,3,TRUE,Long,0.888888889,0.074074074,0.037037037,0
DeMeco Ryans,3,FALSE,Short,0.646464646,0.353535354,0,0
DeMeco Ryans,3,FALSE,Mid,0.943820225,0.056179775,0,0
DeMeco Ryans,3,FALSE,Long,0.87966805,0.116182573,0.004149378,0
DeMeco Ryans,4,TRUE,Short,0.142857143,0.476190476,0.380952381,0
DeMeco Ryans,4,TRUE,Mid,0.0625,0,0.9375,0
DeMeco Ryans,4,TRUE,Long,0.086956522,0,0.913043478,0
DeMeco Ryans,4,FALSE,Short,0.25,0.115384615,0.134615385,0.5
DeMeco Ryans,4,FALSE,Mid,0.068181818,0,0.181818182,0.75
DeMeco Ryans,4,FALSE,Long,0.036231884,0,0.144927536,0.81884058
Dave Canales,1,TRUE,All,0.321428571,0.678571429,0,0
Dave Canales,1,FALSE,All,0.490463215,0.509536785,0,0
Dave Canales,2,TRUE,Short,0.571428571,0.428571429,0,0
Dave Canales,2,TRUE,Mid,0.666666667,0.333333333,0,0
Dave Canales,2,TRUE,Long,0.826086957,0.173913043,0,0
Dave Canales,2,FALSE,Short,0.257142857,0.685714286,0.057142857,0
Dave Canales,2,FALSE,Mid,0.506849315,0.493150685,0,0
Dave Canales,2,FALSE,Long,0.687116564,0.306748466,0.006134969,0
Dave Canales,3,TRUE,Short,0.384615385,0.615384615,0,0
Dave Canales,3,TRUE,Mid,0.785714286,0.214285714,0,0
Dave Canales,3,TRUE,Long,0.833333333,0.166666667,0,0
Dave Canales,3,FALSE,Short,0.595238095,0.404761905,0,0
Dave Canales,3,FALSE,Mid,0.869565217,0.130434783,0,0
Dave Canales,3,FALSE,Long,0.904761905,0.095238095,0,0
Dave Canales,4,TRUE,Short,0.4,0.4,0.2,0
Dave Canales,4,TRUE,Mid,0.125,0,0.875,0
Dave Canales,4,TRUE,Long,0,0,1,0
Dave Canales,4,FALSE,Short,0.363636364,0.136363636,0.181818182,0.318181818
Dave Canales,4,FALSE,Mid,0.208333333,0,0,0.791666667
Dave Canales,4,FALSE,Long,0.089285714,0,0.053571429,0.857142857
Todd Bowles,1,TRUE,All,0.446115288,0.551378446,0.002506266,0
Todd Bowles,1,FALSE,All,0.505970658,0.492323439,0.001705902,0
Todd Bowles,2,TRUE,Short,0.393617021,0.606382979,0,0
Todd Bowles,2,TRUE,Mid,0.639534884,0.360465116,0,0
Todd Bowles,2,TRUE,Long,0.668918919,0.317567568,0.013513514,0
Todd Bowles,2,FALSE,Short,0.404109589,0.595890411,0,0
Todd Bowles,2,FALSE,Mid,0.517621145,0.482378855,0,0
Todd Bowles,2,FALSE,Long,0.673469388,0.325170068,0.001360544,0
Todd Bowles,3,TRUE,Short,0.608695652,0.391304348,0,0
Todd Bowles,3,TRUE,Mid,0.830769231,0.153846154,0.015384615,0
Todd Bowles,3,TRUE,Long,0.93258427,0.06741573,0,0
Todd Bowles,3,FALSE,Short,0.538028169,0.45915493,0.002816901,0
Todd Bowles,3,FALSE,Mid,0.851311953,0.148688047,0,0
Todd Bowles,3,FALSE,Long,0.863888889,0.133333333,0.002777778,0
Todd Bowles,4,TRUE,Short,0.186440678,0.288135593,0.525423729,0
Todd Bowles,4,TRUE,Mid,0.125,0,0.875,0
Todd Bowles,4,TRUE,Long,0.052631579,0,0.947368421,0
Todd Bowles,4,FALSE,Short,0.10989011,0.181318681,0.131868132,0.576923077
Todd Bowles,4,FALSE,Mid,0.073033708,0.016853933,0.123595506,0.786516854
Todd Bowles,4,FALSE,Long,0.06937799,0,0.157894737,0.772727273
Kyle Shanahan,1,TRUE,All,0.338461538,0.658119658,0.003418803,0
Kyle Shanahan,1,FALSE,All,0.473078031,0.526058163,0.000863807,0
Kyle Shanahan,2,TRUE,Short,0.323529412,0.676470588,0,0
Kyle Shanahan,2,TRUE,Mid,0.531914894,0.460992908,0.007092199,0
Kyle Shanahan,2,TRUE,Long,0.721393035,0.263681592,0.014925373,0
Kyle Shanahan,2,FALSE,Short,0.288135593,0.709039548,0.002824859,0
Kyle Shanahan,2,FALSE,Mid,0.451292247,0.546719682,0.001988072,0
Kyle Shanahan,2,FALSE,Long,0.656387665,0.341724355,0.00188798,0
Kyle Shanahan,3,TRUE,Short,0.432835821,0.537313433,0.029850746,0
Kyle Shanahan,3,TRUE,Mid,0.933333333,0.044444444,0.022222222,0
Kyle Shanahan,3,TRUE,Long,0.808510638,0.170212766,0.021276596,0
Kyle Shanahan,3,FALSE,Short,0.462209302,0.534883721,0.002906977,0
Kyle Shanahan,3,FALSE,Mid,0.855113636,0.144886364,0,0
Kyle Shanahan,3,FALSE,Long,0.848360656,0.142076503,0.009562842,0
Kyle Shanahan,4,TRUE,Short,0.185714286,0.257142857,0.557142857,0
Kyle Shanahan,4,TRUE,Mid,0.097560976,0,0.902439024,0
Kyle Shanahan,4,TRUE,Long,0.05,0.016666667,0.933333333,0
Kyle Shanahan,4,FALSE,Short,0.12,0.177142857,0.142857143,0.56
Kyle Shanahan,4,FALSE,Mid,0.101190476,0.011904762,0.214285714,0.672619048
Kyle Shanahan,4,FALSE,Long,0.034482759,0.004926108,0.192118227,0.768472906
Brian Daboll,1,TRUE,All,0.354037267,0.639751553,0.00621118,0
Brian Daboll,1,FALSE,All,0.533007335,0.466992665,0,0
Brian Daboll,2,TRUE,Short,0.21875,0.78125,0,0
Brian Daboll,2,TRUE,Mid,0.424242424,0.575757576,0,0
Brian Daboll,2,TRUE,Long,0.540983607,0.442622951,0.016393443,0
Brian Daboll,2,FALSE,Short,0.323809524,0.676190476,0,0
Brian Daboll,2,FALSE,Mid,0.434042553,0.565957447,0,0
Brian Daboll,2,FALSE,Long,0.616883117,0.381493506,0.001623377,0
Brian Daboll,3,TRUE,Short,0.47826087,0.52173913,0,0
Brian Daboll,3,TRUE,Mid,0.681818182,0.318181818,0,0
Brian Daboll,3,TRUE,Long,0.676470588,0.264705882,0.058823529,0
Brian Daboll,3,FALSE,Short,0.475609756,0.524390244,0,0
Brian Daboll,3,FALSE,Mid,0.847682119,0.152317881,0,0
Brian Daboll,3,FALSE,Long,0.867507886,0.132492114,0,0
Brian Daboll,4,TRUE,Short,0.111111111,0.444444444,0.444444444,0
Brian Daboll,4,TRUE,Mid,0,0,1,0
Brian Daboll,4,TRUE,Long,0.153846154,0,0.846153846,0
Brian Daboll,4,FALSE,Short,0.169811321,0.301886792,0.08490566,0.443396226
Brian Daboll,4,FALSE,Mid,0.12,0.013333333,0.16,0.706666667
Brian Daboll,4,FALSE,Long,0.107476636,0.023364486,0.14953271,0.719626168
